0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
628507,University of New Hampshire,NHA,f2ffd5f6-eef6-4979-9cc8-29dc3304e0a2,PreservedSpecimen,a6ef2d27-f94d-11e2-82ee-4e86b808fbd5,NHA-540015,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Helianthus divaricatus,L.,Helianthus,divaricatus,,,,,,,,,,N. T. Kidder,,1920-07-27,1920,7,27,209,,,,,,,,,,,,,,,,,,United States of America,Massachusetts,Middlesex,,Middlesex Fells Reservation,,,,,,,,,,,,,,,,,,,,,,2014-03-12 00:00:00,http://creativecommons.org/licenses/by-nc/3.0/,"Albion Hodgdon Herbarium, University of New Hampshire",,urn:uuid:6a4d50ce-52f1-4384-9bee-6899ef2f0e74,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=628507
565640,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9dbae78f-88b6-4e83-9f3a-4cf9f70a0ed2,barcode-00295906,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Helianthus divaricatus,L.,Helianthus,divaricatus,,,,,,,,,,N. T. Kidder,,1920-07-27,1920,7,27,209,,,,,,,,,,Flower,,,,,,,,United States of America,Massachusetts,Middlesex County,Medford,"Middlesex Fells Reservation, Pine Hill",,,,,,,,,,,,,,,,,,,,,,2011-03-23 14:50:42,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3393a9cb-974a-47a1-8b1d-4293e8943914,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=565640
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
752555,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e29c1ee1-9cfb-46e4-bec0-38537cdd46b3,00675270,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Cosmos parviflorus,(Jacq.) Pers.,Cosmos,parviflorus,,,,,,,,,,Mrs. F. E. Lowe; ,,1920-09-24,1920,9,24,,,"Sept. 24, 1920",,,,,,,,,,,,,,,,United States of America,Massachusetts,,,North Worcester,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:17cc1c39-8cb1-40e7-bc7c-47275f900fad,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=752555
752557,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c0231012-e463-4606-84b9-b6d04428b0ba,00675272,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Cosmos parviflorus,(Jacq.) Pers.,Cosmos,parviflorus,,,,,,,,,,Mrs. F. E. Lowe; ,,1920-09-24,1920,9,24,,,"Sept. 24, 1920",,,,,,,,,,,,,,,,United States of America,Massachusetts,,,North Worcester,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:5b680ed8-7c44-499c-b347-33aff4247d35,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=752557
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
95760,Yale Peabody Museum of Natural History,YU,urn:lsid:biocol.org:col:14791,PreservedSpecimen,urn:uuid:43158642-4bf9-4268-8826-cbbab6484e7f,YU.062928,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Eupatorium dubium,Willd. ex Poir.,Eupatorium,dubium,,,,,,,,,,Charles Alfred Weatherby,5407,1925-08-30,1925,8,30,242,,,,,,,,,,,,,,,,,,USA,Connecticut,Windham County,Brooklyn,,,41.787,-71.9545,WGS84,6464,,,,,,,,,,,,,,,,,2011-12-23 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:7004827a-b2ec-448f-bf2f-547602b26022,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=95760
118491,Yale Peabody Museum of Natural History,CBS,http://grbio.org/cool/x0m9-a3bs,PreservedSpecimen,urn:uuid:17a05877-1d68-401c-b8fe-190ec751c94d,CBS.036534,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Eupatorium dubium,Willd. ex Poir.,Eupatorium,dubium,,,,,,,,,,Charles Alfred Weatherby,3407,1925-08-30,1925,8,30,242,,,,,,,,,,,,,,,,,,USA,Connecticut,Windham County,Brooklyn,,,41.787,-71.9545,WGS84,6464,,,,,,,,,,,,,,,,,2011-12-22 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:36782115-c38c-4f7b-9418-f572a323f7ba,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=118491
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
95254,Yale Peabody Museum of Natural History,YU,urn:lsid:biocol.org:col:14791,PreservedSpecimen,urn:uuid:1b3fbd12-c8cb-4a4b-8a81-f77bfa3bfb1b,YU.062287,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Krigia biflora,(Walter) S.F. Blake,Krigia,biflora,,,,,,,,,,Charles Humphrey Bissell,,1914-06-10,1914,6,10,161,,,,,,,,,,,,,,,,,,USA,Connecticut,Fairfield County,Danbury,,,41.4014,-73.4705,WGS84,8400,,,,,,,,,,,,,,,,,2011-04-10 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:429a1609-6d6c-4eb3-a218-5471d752838f,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=95254
117571,Yale Peabody Museum of Natural History,CBS,http://grbio.org/cool/x0m9-a3bs,PreservedSpecimen,urn:uuid:53b324f1-25f0-4ca7-bd8b-97934145ccfb,CBS.035357,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Krigia biflora,(Walter) S.F. Blake,Krigia,biflora,,,,,,,,,,Charles Humphrey Bissell,6,1914-06-10,1914,6,10,161,,,,,,Locality data hidden due to sensititive status of taxon,,,,,,,,,,,,USA,Connecticut,Fairfield County,Danbury,,,41.4014,-73.4705,WGS84,8400,,,,,,,,,,,,,,,,,2011-12-22 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:11c8d0e8-91ef-4789-a7b9-5d3586534904,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=117571
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
95296,Yale Peabody Museum of Natural History,YU,urn:lsid:biocol.org:col:14791,PreservedSpecimen,urn:uuid:3fb6f7f6-7d96-48bf-a9d1-2ba23cd1f992,YU.062335,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Lactuca scariola,L.,Lactuca,scariola,,,,,,,,,,H. C. Bigelow,,1914-09-15,1914,9,15,258,,,,,,,,,,,,,,,,,,USA,Connecticut,Hartford County,New Britain,,,41.676,-72.7859,WGS84,4888,,,,,,,,,,,,,,,,,2011-12-23 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:fb4eaa34-242d-49a2-8b5b-1fe0f983b89b,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=95296
117661,Yale Peabody Museum of Natural History,CBS,http://grbio.org/cool/x0m9-a3bs,PreservedSpecimen,urn:uuid:1ff66e27-1d03-4337-a6a2-1a1d67a188bc,CBS.035460,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Lactuca scariola,L.,Lactuca,scariola,,,,,,,,,,H. C. Bigelow,,1914-09-15,1914,9,15,258,,,,,,,,,,,,,,,,,,USA,Connecticut,Hartford County,New Britain,,,41.676,-72.7859,WGS84,4888,,,,,,,,,,,,,,,,,2011-12-22 00:00:00,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj",urn:uuid:5f60c1fd-d48c-49a0-a4a6-c62be030c9ae,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=117661
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
553422,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/92959497-9d97-457f-b9c3-38090270761a,barcode-00241294,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,M. Roberts,1981,,Paratype,,,,A. A. Eaton & M. L. Fernald,s.n.,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy margin of the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2012-02-16 15:35:50,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3535cccc-98c0-414c-8503-9d509e497ec2,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553422
553421,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/edb09728-2314-424a-ba81-deadf89f7037,barcode-00241293,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,,1981,,,,,0,A. A. Eaton & M. L. Fernald,s.n.,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy margin of the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:24:57,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:60248ac9-97bf-4d72-94a4-e176d9e393ea,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553421
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
553421,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/edb09728-2314-424a-ba81-deadf89f7037,barcode-00241293,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,,1981,,,,,0,A. A. Eaton & M. L. Fernald,s.n.,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy margin of the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:24:57,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:60248ac9-97bf-4d72-94a4-e176d9e393ea,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553421
553422,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/92959497-9d97-457f-b9c3-38090270761a,barcode-00241294,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,M. Roberts,1981,,Paratype,,,,A. A. Eaton & M. L. Fernald,s.n.,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy margin of the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2012-02-16 15:35:50,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3535cccc-98c0-414c-8503-9d509e497ec2,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553422
553423,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7100bdab-94e8-4231-b8dc-a90f63388af6,barcode-00241295,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,,2001,,,,,0,A. A. Eaton & M. L. Fernald,s.n.,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy margin of the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2012-02-09 13:32:43,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:97ed1be4-d46c-46aa-acf8-3d9bc0c50763,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553423
553424,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/16fad4a5-055d-405d-8124-ac54224c9f41,barcode-00241296,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,,2001,,,,,0,A. A. Eaton & M. L. Fernald,s.n.,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy margin of the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2012-02-09 13:44:45,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:374941c9-d082-41c2-ada2-d73e7811b3f4,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553424
553425,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/48f05eaf-638b-4d8d-9550-5ae4cf6b07f3,barcode-00241297,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,,2001,,,,,0,A. A. Eaton & M. L. Fernald,s.n.,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy margin of the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2012-02-09 14:40:39,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:39376cac-c499-4c24-b7eb-78e105836755,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553425
553426,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6b407b37-26d0-42b0-905d-3ff6986bce91,barcode-00241298,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,,2001,,,,,0,A. A. Eaton & M. L. Fernald,s.n.,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy margin of the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2012-02-09 14:43:54,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:735cb85d-f320-4876-8c18-3affabe371b6,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553426
553427,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/50dcd38f-dec7-4a62-99fb-ec3627b58d4e,barcode-00241299,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,,1981,,,,,0,A. A. Eaton & M. L. Fernald,,1902-10-02,1902,10,2,275,,,,Brackish margins of pools,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Salisbury,By the Merrimac [River],,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:24:57,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:c6a01371-abe8-49be-85b8-2fa1ca20a8a4,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553427
553430,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/51a51624-b859-4364-b87d-7ad92e1be963,barcode-00241303,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,,2001,,,,,0,A. A. Eaton & M. L. Fernald,,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy bank of the Merrimack [River],,,,,,,,,,,,,,,,,,,,,,2012-02-09 14:48:51,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:e12b4b81-5488-4f90-8fdd-4a3d55c4f9bf,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553430
553431,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8eb08321-4447-4f7d-95a8-5bd2f1433f77,barcode-00241304,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Bidens eatoni,Fernald,Bidens,eatoni,,,,2001,,,,,0,A. A. Eaton & M. L. Fernald,,1902-10-02,1902,10,2,275,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Essex County,Newburyport,Brackish muddy bank of the Merrimack [River],,,,,,,,,,,,,,,,,,,,,,2012-02-09 15:52:04,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:55c4a85c-1765-4e6d-a96d-85b31f984c84,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=553431
